confidence,owner,kind,symbol,file,line,reference_count,action,decorated_route
medium,sahool-platform,class,TestMakeDefaultPair,services/sahool-platform/tests/test_schema_factory.py,137,0,review_before_delete,False
medium,sahool-platform,class,TestSowingWindow,services/sahool-platform/tests/test_season_calendar_guard.py,14,0,review_before_delete,False
medium,sahool-platform,class,TestHarvestWindow,services/sahool-platform/tests/test_season_calendar_guard.py,43,0,review_before_delete,False
medium,sahool-platform,class,TestHonestUnknown,services/sahool-platform/tests/test_season_calendar_guard.py,69,0,review_before_delete,False
medium,sahool-platform,class,TestParseIsoDate,services/sahool-platform/tests/test_season_integrity.py,14,0,review_before_delete,False
medium,sahool-platform,class,TestResolveDateOrder,services/sahool-platform/tests/test_season_integrity.py,24,0,review_before_delete,False
medium,sahool-platform,class,TestValidateCustomStages,services/sahool-platform/tests/test_season_integrity.py,81,0,review_before_delete,False
medium,sahool-platform,class,TestNormalizeCrop,services/sahool-platform/tests/test_season_simulation.py,48,0,review_before_delete,False
medium,sahool-platform,class,TestSimulateBasics,services/sahool-platform/tests/test_season_simulation.py,73,0,review_before_delete,False
medium,sahool-platform,class,TestMaturityAndConfidence,services/sahool-platform/tests/test_season_simulation.py,107,0,review_before_delete,False
medium,sahool-platform,class,TestWaterStress,services/sahool-platform/tests/test_season_simulation.py,130,0,review_before_delete,False
medium,sahool-platform,class,TestEstimationAssumptions,services/sahool-platform/tests/test_season_simulation.py,151,0,review_before_delete,False
medium,sahool-platform,class,TestObservedFapar,services/sahool-platform/tests/test_season_simulation.py,180,0,review_before_delete,False
medium,sahool-platform,class,TestFaparFromNdvi,services/sahool-platform/tests/test_season_simulation.py,255,0,review_before_delete,False
medium,sahool-platform,class,TestCropDifferences,services/sahool-platform/tests/test_season_simulation.py,278,0,review_before_delete,False
medium,sahool-platform,class,TestFloweringStage,services/sahool-platform/tests/test_season_stage_risk.py,12,0,review_before_delete,False
medium,sahool-platform,class,TestEstablishmentStage,services/sahool-platform/tests/test_season_stage_risk.py,35,0,review_before_delete,False
medium,sahool-platform,class,TestHarvestStage,services/sahool-platform/tests/test_season_stage_risk.py,46,0,review_before_delete,False
medium,sahool-platform,class,TestHonesty,services/sahool-platform/tests/test_season_stage_risk.py,61,0,review_before_delete,False
medium,sahool-platform,class,TestSecurityV91,services/sahool-platform/tests/test_security_v91.py,18,0,review_before_delete,False
medium,sahool-platform,class,TestValidation,services/sahool-platform/tests/test_sensor_intake.py,7,0,review_before_delete,False
medium,sahool-platform,class,TestObservationOutput,services/sahool-platform/tests/test_sensor_intake.py,48,0,review_before_delete,False
medium,sahool-platform,class,TestBatchIngest,services/sahool-platform/tests/test_sensor_intake.py,61,0,review_before_delete,False
medium,sahool-platform,class,TestRegistryBasics,services/sahool-platform/tests/test_skills_registry.py,22,0,review_before_delete,False
medium,sahool-platform,class,TestEligibilityFiltering,services/sahool-platform/tests/test_skills_registry.py,55,0,review_before_delete,False
medium,sahool-platform,class,TestSafetyClassification,services/sahool-platform/tests/test_skills_registry.py,92,0,review_before_delete,False
medium,sahool-platform,class,TestVersionSnapshot,services/sahool-platform/tests/test_skills_registry.py,110,0,review_before_delete,False
medium,sahool-platform,class,TestCategoryFiltering,services/sahool-platform/tests/test_skills_registry.py,129,0,review_before_delete,False
medium,sahool-platform,class,TestRegistryHealth,services/sahool-platform/tests/test_skills_registry.py,141,0,review_before_delete,False
medium,sahool-platform,class,TestUnregister,services/sahool-platform/tests/test_skills_registry.py,170,0,review_before_delete,False
medium,sahool-platform,class,TestFertilizerFromPH,services/sahool-platform/tests/test_soil_recommendations.py,11,0,review_before_delete,False
medium,sahool-platform,class,TestIrrigationFromTexture,services/sahool-platform/tests/test_soil_recommendations.py,32,0,review_before_delete,False
medium,sahool-platform,class,TestCropBias,services/sahool-platform/tests/test_soil_recommendations.py,45,0,review_before_delete,False
medium,sahool-platform,class,TestIntegration,services/sahool-platform/tests/test_soil_recommendations.py,61,0,review_before_delete,False
medium,sahool-platform,class,TestSoilRemoteSensing,services/sahool-platform/tests/test_soil_remote.py,6,0,review_before_delete,False
medium,sahool-platform,class,TestSoilZoneClassification,services/sahool-platform/tests/test_soil_remote.py,39,0,review_before_delete,False
medium,sahool-platform,class,TestSoilDiscriminationIndices,services/sahool-platform/tests/test_soil_remote.py,81,0,review_before_delete,False
medium,sahool-platform,class,TestGrowthStageDetection,services/sahool-platform/tests/test_soil_remote.py,115,0,review_before_delete,False
medium,sahool-platform,class,TestLAI,services/sahool-platform/tests/test_soil_remote.py,150,0,review_before_delete,False
medium,sahool-platform,class,TestPhenologyCloudNoise,services/sahool-platform/tests/test_soil_remote.py,174,0,review_before_delete,False
medium,sahool-platform,class,TestPickLatest,services/sahool-platform/tests/test_soil_telemetry.py,25,0,review_before_delete,False
medium,sahool-platform,class,TestShaping,services/sahool-platform/tests/test_soil_telemetry.py,84,0,review_before_delete,False
medium,sahool-platform,class,TestSinglePath,services/sahool-platform/tests/test_source_of_truth.py,29,0,review_before_delete,False
medium,sahool-platform,class,TestPriorityOrder,services/sahool-platform/tests/test_source_of_truth.py,58,0,review_before_delete,False
medium,sahool-platform,class,TestAgeDecay,services/sahool-platform/tests/test_source_of_truth.py,91,0,review_before_delete,False
medium,sahool-platform,class,TestCriticalSpread,services/sahool-platform/tests/test_source_of_truth.py,120,0,review_before_delete,False
medium,sahool-platform,class,TestConfigurablePriorities,services/sahool-platform/tests/test_source_of_truth.py,166,0,review_before_delete,False
medium,sahool-platform,class,TestWaterGap,services/sahool-platform/tests/test_supplemental_irrigation.py,7,0,review_before_delete,False
medium,sahool-platform,class,TestSeasonalSummary,services/sahool-platform/tests/test_supplemental_irrigation.py,61,0,review_before_delete,False
medium,sahool-platform,class,TestTerroirPotential,services/sahool-platform/tests/test_terroir_index.py,7,0,review_before_delete,False
medium,sahool-platform,class,TestYieldTrend,services/sahool-platform/tests/test_tier2_modules.py,31,0,review_before_delete,False
medium,sahool-platform,class,TestSalinityTrend,services/sahool-platform/tests/test_tier2_modules.py,122,0,review_before_delete,False
medium,sahool-platform,class,TestRotationPattern,services/sahool-platform/tests/test_tier2_modules.py,136,0,review_before_delete,False
medium,sahool-platform,class,TestTransferLearning,services/sahool-platform/tests/test_tier2_modules.py,166,0,review_before_delete,False
medium,sahool-platform,class,TestVRTManualMaps,services/sahool-platform/tests/test_tier2_modules.py,240,0,review_before_delete,False
medium,sahool-platform,class,TestAggregateWindow,services/sahool-platform/tests/test_time_series.py,29,0,review_before_delete,False
medium,sahool-platform,class,TestMovingAverage,services/sahool-platform/tests/test_time_series.py,69,0,review_before_delete,False
medium,sahool-platform,class,TestTrendDetection,services/sahool-platform/tests/test_time_series.py,81,0,review_before_delete,False
medium,sahool-platform,class,TestAnomalyDetection,services/sahool-platform/tests/test_time_series.py,125,0,review_before_delete,False
medium,sahool-platform,class,TestTemporalSummary,services/sahool-platform/tests/test_time_series.py,156,0,review_before_delete,False
medium,sahool-platform,class,TestDateParsing,services/sahool-platform/tests/test_time_series.py,173,0,review_before_delete,False
medium,sahool-platform,class,TestValidateGate,services/sahool-platform/tests/test_validate_observations.py,20,0,review_before_delete,False
medium,sahool-platform,class,TestVegetativeGrowingDays,services/sahool-platform/tests/test_vegetative_days.py,11,0,review_before_delete,False
medium,sahool-platform,class,TestResolveKc,services/sahool-platform/tests/test_weather_advice.py,12,0,review_before_delete,False
medium,sahool-platform,class,TestIrrigationAdvice,services/sahool-platform/tests/test_weather_advice.py,35,0,review_before_delete,False
medium,sahool-platform,class,TestPhenologyKcOverride,services/sahool-platform/tests/test_weather_advice.py,80,0,review_before_delete,False
medium,sahool-platform,class,TestDiseaseRisk,services/sahool-platform/tests/test_weather_advice.py,119,0,review_before_delete,False
medium,sahool-platform,class,TestSpray,services/sahool-platform/tests/test_weather_overlay.py,15,0,review_before_delete,False
medium,sahool-platform,class,TestDisease,services/sahool-platform/tests/test_weather_overlay.py,38,0,review_before_delete,False
medium,sahool-platform,class,TestTrafficabilityAndStress,services/sahool-platform/tests/test_weather_overlay.py,52,0,review_before_delete,False
medium,sahool-platform,class,TestSignals,services/sahool-platform/tests/test_weather_signals.py,25,0,review_before_delete,False
medium,sahool-platform,class,TestAggregate,services/sahool-platform/tests/test_weather_signals.py,53,0,review_before_delete,False
medium,sahool-platform,class,TestPlantingVsHarvest,services/sahool-platform/tests/test_yield_analysis.py,57,0,review_before_delete,False
medium,sahool-platform,class,TestHybridPerformance,services/sahool-platform/tests/test_yield_analysis.py,81,0,review_before_delete,False
medium,sahool-platform,class,TestAssembleHonesty,services/sahool-platform/tests/test_yield_analysis.py,107,0,review_before_delete,False
medium,sahool-platform,class,TestCalibrated,services/sahool-platform/tests/test_yield_interval_service.py,17,0,review_before_delete,False
medium,sahool-platform,class,TestPending,services/sahool-platform/tests/test_yield_interval_service.py,35,0,review_before_delete,False
medium,sahool-platform,class,TestCoverageMonotonicity,services/sahool-platform/tests/test_yield_interval_service.py,61,0,review_before_delete,False
medium,soil-service,function,persist_snapshot,services/soil-service/soil_store.py,143,0,review_before_delete,False
medium,weather-service,function,patch_openmeteo,services/weather-service/tests/test_p3_weather_service_runtime.py,43,0,review_before_delete,False
medium,shared,function,has_capability,shared/ai/capabilities.py,77,0,review_before_delete,False
medium,shared,function,build_audit_record,shared/ai/tool_audit.py,54,0,review_before_delete,False
medium,shared,function,tools_by_risk,shared/ai/tool_registry.py,332,0,review_before_delete,False
medium,shared,function,tool_names_for,shared/ai/tool_schema.py,232,0,review_before_delete,False
medium,shared,class,RasterProcessingStatus,shared/contracts/remote_sensing/enums.py,4,0,review_before_delete,False
medium,shared,class,AnomalyDetectedEventV1,shared/contracts/remote_sensing/events/anomaly_events_v1.py,16,0,review_before_delete,False
medium,shared,class,AnomalyDispositionEventV1,shared/contracts/remote_sensing/events/anomaly_events_v1.py,30,0,review_before_delete,False
medium,shared,class,DiagnosisProposedEventV1,shared/contracts/remote_sensing/events/diagnosis_events_v1.py,12,0,review_before_delete,False
medium,shared,class,ObservationPublishedEventV1,shared/contracts/remote_sensing/events/observation_events_v1.py,14,0,review_before_delete,False
medium,shared,class,ObservationRejectedEventV1,shared/contracts/remote_sensing/events/observation_events_v1.py,29,0,review_before_delete,False
medium,shared,class,RasterAssetPersistedEventV1,shared/contracts/remote_sensing/events/raster_events_v1.py,15,0,review_before_delete,False
medium,shared,class,RasterAssetFailedEventV1,shared/contracts/remote_sensing/events/raster_events_v1.py,32,0,review_before_delete,False
medium,shared,function,is_canonical_field_geometry,shared/domain/field_geometry.py,92,0,review_before_delete,False
medium,shared,function,build_feature_lineage_manifest,shared/feature_store/runtime.py,255,0,review_before_delete,False
medium,shared,function,transform_to_map_projection,shared/gis/crs_service.py,164,0,review_before_delete,False
medium,shared,class,HttpDiagnosisResolver,shared/governance/chemical_lineage.py,128,0,review_before_delete,False
medium,shared,function,enforce_tenant,shared/helpers.py,182,0,review_before_delete,False
medium,shared,function,require_tenant,shared/helpers.py,187,0,review_before_delete,False
medium,shared,function,query_with_tenant,shared/helpers.py,195,0,review_before_delete,False
medium,shared,function,execute_with_tenant,shared/helpers.py,200,0,review_before_delete,False
medium,shared,function,validate_role,shared/helpers.py,210,0,review_before_delete,False
medium,shared,function,wrapped_send,shared/helpers.py,342,0,review_before_delete,False
medium,shared,function,get_data,shared/helpers.py,382,0,review_before_delete,False
medium,shared,function,root_zone_provider,shared/knowledge/providers.py,92,0,review_before_delete,False
medium,shared,function,sprinkler_provider,shared/knowledge/providers.py,103,0,review_before_delete,False
medium,shared,function,source_of_truth_for,shared/knowledge/source_registry.py,105,0,review_before_delete,False
medium,shared,function,export_to_parquet,shared/memory/export_engine.py,222,0,review_before_delete,False
medium,shared,function,export_to_qdrant_snapshot,shared/memory/export_engine.py,326,0,review_before_delete,False
medium,shared,function,export_to_encrypted_tarball,shared/memory/export_engine.py,422,0,review_before_delete,False
medium,shared,function,detect_format,shared/memory/import_engine.py,130,0,review_before_delete,False
medium,shared,function,import_from_encrypted_tarball,shared/memory/import_engine.py,413,0,review_before_delete,False
medium,shared,function,import_from_qdrant_snapshot,shared/memory/import_engine.py,525,0,review_before_delete,False
medium,shared,function,load_skill,shared/memory/skills.py,109,0,review_before_delete,False
medium,shared,function,list_skills,shared/memory/skills.py,147,0,review_before_delete,False
medium,shared,function,wildcard_with_credentials,shared/security/cors_policy.py,78,0,review_before_delete,False
medium,shared,function,require_attested_reviewer,shared/security/gateway_deps.py,71,0,review_before_delete,False
medium,shared,function,logbook_size_ok,shared/security/season_logbook.py,68,0,review_before_delete,False
medium,shared,function,is_weak_secret,shared/security/secret_guard.py,64,0,review_before_delete,False
medium,shared,function,resolve_tenant_context,shared/security/tenant_context.py,20,0,review_before_delete,False
medium,shared,function,tls_context,shared/security/tls_policy.py,48,0,review_before_delete,False
