owner,method,path,handler,file,line
vegetation-analysis-service,POST,/v1/fields/{field_id}/post-execution-observations,schedule_post_execution_observation,services/vegetation-analysis-service/routers/outcomes.py,45
vegetation-analysis-service,POST,/v1/execution-requests/{execution_request_id}/remote-sensing-outcome,verify_remote_sensing_outcome,services/vegetation-analysis-service/routers/outcomes.py,67
vegetation-analysis-service,POST,/v1/outcomes/{outcome_id}/remote-sensing-attribution,attribute_remote_sensing_outcome,services/vegetation-analysis-service/routers/outcomes.py,88
video-processor,GET,/healthz,health,services/video-processor/routers/health.py,20
video-processor,GET,/readyz,readyz,services/video-processor/routers/health.py,29
video-processor,POST,/v1/streams,create_stream,services/video-processor/routers/streams.py,46
video-processor,DELETE,/v1/streams/{stream_id},stop_stream,services/video-processor/routers/streams.py,92
video-processor,GET,/v1/streams/{stream_id},get_stream,services/video-processor/routers/streams.py,113
video-processor,GET,/v1/streams,list_streams,services/video-processor/routers/streams.py,136
video-processor,POST,/v1/streams/{stream_id}/snapshot,snapshot,services/video-processor/routers/streams.py,162
video-processor,GET,/v1/streams/{stream_id}/snapshot,snapshot_zlm,services/video-processor/routers/streams.py,180
video-processor,POST,/v1/streams/{stream_id}/record/start,record_start,services/video-processor/routers/streams.py,203
video-processor,POST,/v1/streams/{stream_id}/record/stop,record_stop,services/video-processor/routers/streams.py,223
weather-service,GET,/runtime-identity,runtime_evidence_identity,services/weather-service/main.py,55
