owner,method,path,handler,file,line
sahool-platform,POST,/api/v1/field-intelligence/analyze/jobs/{job_id}/cancel,field_intelligence_analyze_job_cancel,services/sahool-platform/api/routers/field_intelligence.py,526
sahool-platform,GET,/api/v1/fields/{field_id}/evidence-graph/latest,field_evidence_graph_latest,services/sahool-platform/api/routers/field_intelligence.py,539
sahool-platform,GET,/api/v1/fields/{field_id}/evidence-graph/timeline,field_evidence_graph_timeline,services/sahool-platform/api/routers/field_intelligence.py,571
sahool-platform,GET,/api/v1/evidence-graph/analytics,evidence_graph_analytics,services/sahool-platform/api/routers/field_intelligence.py,605
sahool-platform,GET,/api/v1/fields/{field_id}/evidence-graph/nodes,field_evidence_graph_nodes,services/sahool-platform/api/routers/field_intelligence.py,638
sahool-platform,POST,/api/v1/field-portfolio/optimize,optimize_portfolio,services/sahool-platform/api/routers/field_portfolio.py,35
sahool-platform,POST,/api/v1/field-portfolio/allocate,allocate_portfolio_endpoint,services/sahool-platform/api/routers/field_portfolio.py,76
sahool-platform,GET,/api/v1/fields/{field_id}/priority-queue,field_priority_queue,services/sahool-platform/api/routers/field_priority_queue.py,117
sahool-platform,GET,/api/v1/farms/{farm_id}/priority-queue,farm_priority_queue,services/sahool-platform/api/routers/field_priority_queue.py,179
sahool-platform,GET,/api/v1/fields/{field_id}/readiness,field_readiness,services/sahool-platform/api/routers/field_readiness.py,56
sahool-platform,GET,/api/v1/field/operational-state,field_operational_state_endpoint,services/sahool-platform/api/routers/field_single.py,23
sahool-platform,GET,/api/v1/fields/{field_id}/twin,get_field_twin,services/sahool-platform/api/routers/field_twin.py,39
sahool-platform,GET,/api/v1/fields/{field_id}/available-dates,field_imagery_available_dates_facade,services/sahool-platform/api/routers/field_workspace_imagery.py,41
sahool-platform,GET,/api/v1/fields/{field_id}/imagery/timeline,field_imagery_timeline_facade,services/sahool-platform/api/routers/field_workspace_imagery.py,77
sahool-platform,GET,/api/v1/fields/{field_id}/unified-timeline,field_unified_timeline_facade,services/sahool-platform/api/routers/field_workspace_timeline.py,32
sahool-platform,GET,/api/v1/fields/{field_id}/weather/thermal-stress,field_weather_thermal_stress,services/sahool-platform/api/routers/field_workspace_weather.py,69
sahool-platform,GET,/api/v1/fields/{field_id}/weather/crop-stress,field_weather_crop_stress,services/sahool-platform/api/routers/field_workspace_weather.py,104
sahool-platform,GET,/api/v1/fields/{field_id}/weather/operation-windows,field_weather_operation_windows,services/sahool-platform/api/routers/field_workspace_weather.py,171
sahool-platform,GET,/api/v1/fields/{field_id}/weather/irrigation-advice,field_irrigation_advice_facade,services/sahool-platform/api/routers/field_workspace_weather.py,224
sahool-platform,GET,/api/v1/fields/{field_id}/weather/disease-risk,field_disease_risk_facade,services/sahool-platform/api/routers/field_workspace_weather.py,279
sahool-platform,GET,/api/v1/fields,list_fields,services/sahool-platform/api/routers/fields.py,571
sahool-platform,POST,/api/v1/fields,create_field,services/sahool-platform/api/routers/fields.py,594
sahool-platform,POST,/api/v1/fields/import,import_field,services/sahool-platform/api/routers/fields.py,618
sahool-platform,POST,/api/v1/fields/{field_id}/imagery/process-date,field_imagery_process_date_proxy,services/sahool-platform/api/routers/fields.py,700
sahool-platform,POST,/api/v1/fields/{field_id}/imagery/refresh,refresh_field_imagery,services/sahool-platform/api/routers/fields.py,756
sahool-platform,POST,/api/v1/fields/{field_id}/imagery/backfill,field_imagery_backfill_proxy,services/sahool-platform/api/routers/fields.py,959
sahool-platform,GET,/api/v1/fields/{field_id}/imagery/backfill/{run_id},field_imagery_backfill_status_proxy,services/sahool-platform/api/routers/fields.py,1031
sahool-platform,GET,/api/v1/fields/{field_id},get_field,services/sahool-platform/api/routers/fields.py,1065
sahool-platform,GET,/api/v1/fields/{field_id}/terrain,get_field_terrain,services/sahool-platform/api/routers/fields.py,1090
sahool-platform,GET,/api/v1/fields/{field_id}/workspace,get_field_workspace,services/sahool-platform/api/routers/fields.py,1181
sahool-platform,PUT,/api/v1/fields/{field_id},update_field,services/sahool-platform/api/routers/fields.py,1270
sahool-platform,GET,/api/v1/fields/{field_id}/geometry/history,field_geometry_history,services/sahool-platform/api/routers/fields.py,1558
sahool-platform,POST,/api/v1/fields/{field_id}/geometry/revert/{revision},revert_field_geometry,services/sahool-platform/api/routers/fields.py,1605
sahool-platform,DELETE,/api/v1/fields/{field_id},delete_field,services/sahool-platform/api/routers/fields.py,1703
sahool-platform,POST,/api/v1/fields/merge,merge_fields,services/sahool-platform/api/routers/fields.py,1829
sahool-platform,POST,/api/v1/fields/split,split_field,services/sahool-platform/api/routers/fields.py,1954
sahool-platform,POST,/api/v1/fields/{field_id}/seasons,create_season,services/sahool-platform/api/routers/fields.py,2094
sahool-platform,GET,/api/v1/fields/{field_id}/seasons,list_seasons,services/sahool-platform/api/routers/fields.py,2301
sahool-platform,PATCH,/api/v1/fields/{field_id}/seasons/{season_id},update_season,services/sahool-platform/api/routers/fields.py,2328
sahool-platform,GET,/api/v1/fields/{field_id}/soil-moisture,field_soil_moisture,services/sahool-platform/api/routers/fields.py,2497
sahool-platform,GET,/api/v1/fields/{field_id}/wind/prevailing,field_wind_prevailing,services/sahool-platform/api/routers/fields.py,2645
sahool-platform,POST,/api/v1/fields/{field_id}/wind/drift-risk,field_wind_drift_risk,services/sahool-platform/api/routers/fields.py,2720
sahool-platform,GET,/api/v1/fields/{field_id}/recommendations,field_recommendations,services/sahool-platform/api/routers/fields.py,2799
sahool-platform,POST,/api/v1/fields/{field_id}/activities,create_activity,services/sahool-platform/api/routers/fields.py,2895
sahool-platform,GET,/api/v1/fields/{field_id}/activities,list_field_activities,services/sahool-platform/api/routers/fields.py,3029
sahool-platform,GET,/api/v1/fields/{field_id}/input-traceability,field_input_traceability,services/sahool-platform/api/routers/fields.py,3058
sahool-platform,POST,/api/v1/fields/{field_id}/growth-narrative,field_growth_narrative,services/sahool-platform/api/routers/fields.py,3163
sahool-platform,POST,/api/v1/fields/{field_id}/soil-lab-tests,create_soil_lab_test,services/sahool-platform/api/routers/fields.py,3207
sahool-platform,GET,/api/v1/fields/{field_id}/soil-lab-tests,list_soil_lab_tests,services/sahool-platform/api/routers/fields.py,3265
sahool-platform,PATCH,/api/v1/fields/{field_id}/soil-lab-tests/{test_id},update_soil_lab_test,services/sahool-platform/api/routers/fields.py,3289
sahool-platform,POST,/api/v1/fields/{field_id}/alerts/evaluate,evaluate_field_alerts_endpoint,services/sahool-platform/api/routers/fields.py,3416
sahool-platform,POST,/api/v1/fields/{field_id}/rotations,add_crop_rotation,services/sahool-platform/api/routers/fields.py,3432
sahool-platform,GET,/api/v1/fields/{field_id}/rotations,list_crop_rotations,services/sahool-platform/api/routers/fields.py,3474
sahool-platform,POST,/api/v1/fields/{field_id}/trueup,apply_trueup,services/sahool-platform/api/routers/fields.py,3501
sahool-platform,POST,/api/v1/fields/validate-geometry,validate_geometry,services/sahool-platform/api/routers/fields.py,3560
sahool-platform,POST,/api/v1/fields/{field_id}/prescriptions/nitrogen,prescribe_nitrogen,services/sahool-platform/api/routers/fields.py,3593
sahool-platform,POST,/api/v1/fields/{field_id}/yield-estimate,estimate_field_yield,services/sahool-platform/api/routers/fields.py,3622
sahool-platform,POST,/api/v1/fields/{field_id}/timeline,field_timeline,services/sahool-platform/api/routers/fields.py,3695
sahool-platform,GET,/api/v1/fields/{field_id}/history,field_history,services/sahool-platform/api/routers/fields.py,3715
sahool-platform,POST,/api/v1/fields/{field_id}/pins,create_pin,services/sahool-platform/api/routers/fields.py,3832
sahool-platform,POST,/api/v1/fields/{field_id}/walk-plan,field_walk_plan,services/sahool-platform/api/routers/fields.py,3915
sahool-platform,POST,/api/v1/fields/{field_id}/walk-plan/pdf,field_walk_plan_pdf,services/sahool-platform/api/routers/fields.py,3925
sahool-platform,POST,/api/v1/fields/{field_id}/zones,field_zones,services/sahool-platform/api/routers/fields.py,3944
sahool-platform,GET,/api/v1/fields/{field_id}/water-stress-spectral,field_water_stress_spectral,services/sahool-platform/api/routers/fields.py,3958
sahool-platform,GET,/api/v1/fields/{field_id}/state,field_canonical_state,services/sahool-platform/api/routers/fields.py,3990
sahool-platform,GET,/api/v1/fields/{field_id}/alerts/derived,field_alerts_derived,services/sahool-platform/api/routers/fields.py,4018
sahool-platform,GET,/api/v1/fields/{field_id}/state/full,field_state_full,services/sahool-platform/api/routers/fields.py,4044
sahool-platform,GET,/api/v1/fodder-alternatives/list,fodder_alternatives_list_endpoint,services/sahool-platform/api/routers/fodder_alternatives.py,25
sahool-platform,POST,/api/v1/gdd/track,gdd_track,services/sahool-platform/api/routers/gdd.py,45
sahool-platform,GET,/api/v1/geo/reverse,geo_reverse_endpoint,services/sahool-platform/api/routers/geo.py,28
sahool-platform,GET,/api/v1/geo-locate/field,geo_locate_field_endpoint,services/sahool-platform/api/routers/geo_locate.py,24
sahool-platform,GET,/api/v1/geo-locate/recommend,geo_locate_recommend_endpoint,services/sahool-platform/api/routers/geo_locate.py,30
sahool-platform,GET,/stac,stac_root,services/sahool-platform/api/routers/gis_cloud_native.py,179
sahool-platform,GET,/stac/conformance,stac_conformance,services/sahool-platform/api/routers/gis_cloud_native.py,186
sahool-platform,GET,/stac/queryables,get_stac_queryables,services/sahool-platform/api/routers/gis_cloud_native.py,193
sahool-platform,GET,/stac/collections,list_stac_collections,services/sahool-platform/api/routers/gis_cloud_native.py,200
sahool-platform,POST,/stac/search,stac_search_post,services/sahool-platform/api/routers/gis_cloud_native.py,215
sahool-platform,GET,/scene-ranking,scene_ranking,services/sahool-platform/api/routers/gis_cloud_native.py,245
sahool-platform,GET,/scene-processing-plan,scene_processing_plan,services/sahool-platform/api/routers/gis_cloud_native.py,262
sahool-platform,GET,/tile-cache-plan,get_tile_cache_plan,services/sahool-platform/api/routers/gis_cloud_native.py,279
sahool-platform,GET,/ogc,ogc_root,services/sahool-platform/api/routers/gis_cloud_native.py,295
sahool-platform,GET,/ogc/conformance,ogc_conformance,services/sahool-platform/api/routers/gis_cloud_native.py,302
sahool-platform,GET,/ogc/collections,get_ogc_collections,services/sahool-platform/api/routers/gis_cloud_native.py,309
sahool-platform,GET,/ogc/collections/fields/items,ogc_field_items,services/sahool-platform/api/routers/gis_cloud_native.py,316
sahool-platform,POST,/ai-boundary/plan,plan_ai_boundary_extraction,services/sahool-platform/api/routers/gis_cloud_native.py,342
sahool-platform,POST,/management-zones/summary,summarize_management_zones,services/sahool-platform/api/routers/gis_cloud_native.py,352
sahool-platform,POST,/editing-sessions/undo-redo,editing_session_undo_redo,services/sahool-platform/api/routers/gis_cloud_native.py,360
sahool-platform,POST,/cog-registry,register_cog,services/sahool-platform/api/routers/gis_cloud_native.py,420
sahool-platform,GET,/stac/search,stac_search,services/sahool-platform/api/routers/gis_cloud_native.py,476
sahool-platform,GET,/stac/collections/{collection_id},get_collection,services/sahool-platform/api/routers/gis_cloud_native.py,497
sahool-platform,GET,/mosaicjson,mosaicjson,services/sahool-platform/api/routers/gis_cloud_native.py,513
sahool-platform,GET,/rasters/{raster_id}/tilejson.json,raster_tilejson,services/sahool-platform/api/routers/gis_cloud_native.py,532
sahool-platform,POST,/editing-sessions,upsert_editing_session,services/sahool-platform/api/routers/gis_cloud_native.py,557
sahool-platform,POST,/locks,acquire_geometry_lock,services/sahool-platform/api/routers/gis_cloud_native.py,592
sahool-platform,DELETE,/locks/{field_id},release_geometry_lock,services/sahool-platform/api/routers/gis_cloud_native.py,628
sahool-platform,POST,/geoparquet/export,export_geoparquet,services/sahool-platform/api/routers/gis_cloud_native.py,646
sahool-platform,POST,/phase6/boundaries/extract,phase6_extract_boundary,services/sahool-platform/api/routers/gis_cloud_native.py,672
sahool-platform,POST,/phase6/management-zones/generate,phase6_generate_management_zones,services/sahool-platform/api/routers/gis_cloud_native.py,691
sahool-platform,POST,/phase6/prescriptions/generate,phase6_generate_prescription_map,services/sahool-platform/api/routers/gis_cloud_native.py,707
sahool-platform,POST,/phase6/yield-stability,phase6_yield_stability,services/sahool-platform/api/routers/gis_cloud_native.py,720
sahool-platform,POST,/phase6/profitability-map,phase6_profitability_map,services/sahool-platform/api/routers/gis_cloud_native.py,728
sahool-platform,POST,/phase6/digital-twin/snapshot,phase6_digital_twin_snapshot,services/sahool-platform/api/routers/gis_cloud_native.py,740
sahool-platform,POST,/api/v1/gis/buffer,gis_buffer,services/sahool-platform/api/routers/gis_kernel.py,118
sahool-platform,POST,/api/v1/gis/union,gis_union,services/sahool-platform/api/routers/gis_kernel.py,167
sahool-platform,POST,/api/v1/gis/split,gis_split,services/sahool-platform/api/routers/gis_kernel.py,208
sahool-platform,POST,/api/v1/gis/validate,gis_validate,services/sahool-platform/api/routers/gis_kernel.py,257
sahool-platform,POST,/api/v1/harvest-lots,create_harvest_lot,services/sahool-platform/api/routers/harvest_traceability.py,58
sahool-platform,GET,/api/v1/harvest-lots,list_harvest_lots,services/sahool-platform/api/routers/harvest_traceability.py,141
sahool-platform,GET,/api/v1/harvest-lots/{harvest_lot_id},get_harvest_lot,services/sahool-platform/api/routers/harvest_traceability.py,177
sahool-platform,POST,/api/v1/harvest-lots/{harvest_lot_id}/custody-events,add_custody_event,services/sahool-platform/api/routers/harvest_traceability.py,200
sahool-platform,GET,/api/v1/harvest-lots/{harvest_lot_id}/traceability,get_traceability,services/sahool-platform/api/routers/harvest_traceability.py,295
sahool-platform,GET,/api/v1/high-value-crops/list,high_value_crops_list_endpoint,services/sahool-platform/api/routers/high_value_crops.py,24
sahool-platform,GET,/api/v1/high-value-crops/detail,high_value_crops_detail_endpoint,services/sahool-platform/api/routers/high_value_crops.py,30
sahool-platform,GET,/api/v1/indicators/catalog,indicators_catalog,services/sahool-platform/api/routers/indicators.py,35
sahool-platform,GET,/api/v1/indicators/map-layers,indicators_map_layers,services/sahool-platform/api/routers/indicators.py,47
sahool-platform,GET,/api/v1/indicators/dashboard,indicators_dashboard,services/sahool-platform/api/routers/indicators.py,60
sahool-platform,GET,/api/v1/indices/coverage-report,indices_coverage_report,services/sahool-platform/api/routers/indices.py,22
sahool-platform,GET,/internal/fields/{field_id}/state,internal_field_state,services/sahool-platform/api/routers/internal_service.py,26
sahool-platform,POST,/internal/events/ai-advice,internal_ai_advice_event,services/sahool-platform/api/routers/internal_service.py,72
sahool-platform,GET,/api/v1/introduction/candidates,introduction_candidates_endpoint,services/sahool-platform/api/routers/introduction.py,29
sahool-platform,GET,/api/v1/introduction/card,introduction_card_endpoint,services/sahool-platform/api/routers/introduction.py,35
sahool-platform,POST,/api/v1/introduction/field-fit,introduction_field_fit_endpoint,services/sahool-platform/api/routers/introduction.py,41
sahool-platform,POST,/api/v1/inventory/items,create_inventory_item,services/sahool-platform/api/routers/inventory.py,40
sahool-platform,GET,/api/v1/inventory/items,list_inventory_items,services/sahool-platform/api/routers/inventory.py,90
sahool-platform,POST,/api/v1/inventory/items/{item_id}/batches,add_inventory_batch,services/sahool-platform/api/routers/inventory.py,121
sahool-platform,GET,/api/v1/inventory/expiring,list_expiring_batches,services/sahool-platform/api/routers/inventory.py,184
sahool-platform,GET,/api/v1/ipm/pests,ipm_pests_endpoint,services/sahool-platform/api/routers/ipm.py,25
sahool-platform,GET,/api/v1/ipm/plan,ipm_plan_endpoint,services/sahool-platform/api/routers/ipm.py,31
sahool-platform,GET,/api/v1/ipm/crop-pests,ipm_crop_pests_endpoint,services/sahool-platform/api/routers/ipm.py,37
sahool-platform,POST,/api/v1/irrigation/valves,register_valve,services/sahool-platform/api/routers/irrigation.py,100
sahool-platform,GET,/api/v1/irrigation/valves,list_valves,services/sahool-platform/api/routers/irrigation.py,157
sahool-platform,POST,/api/v1/irrigation/valves/{valve_id}/state,set_valve_state,services/sahool-platform/api/routers/irrigation.py,179
sahool-platform,POST,/api/v1/irrigation/schedules,create_schedule,services/sahool-platform/api/routers/irrigation.py,236
sahool-platform,GET,/api/v1/irrigation/schedules,list_schedules,services/sahool-platform/api/routers/irrigation.py,307
sahool-platform,DELETE,/api/v1/irrigation/schedules/{schedule_id},delete_schedule,services/sahool-platform/api/routers/irrigation.py,357
sahool-platform,GET,/api/v1/irrigation/soil-types,irrigation_soil_types_endpoint,services/sahool-platform/api/routers/irrigation.py,372
sahool-platform,GET,/api/v1/irrigation/moisture-decision,irrigation_moisture_decision_endpoint,services/sahool-platform/api/routers/irrigation.py,378
sahool-platform,POST,/api/v1/irrigation/water-analysis,irrigation_water_analysis,services/sahool-platform/api/routers/irrigation.py,397
sahool-platform,POST,/calculate,calculate_engineering,services/sahool-platform/api/routers/irrigation_engineering.py,62
sahool-platform,POST,/interactive-calculate,calculate_interactive_engineering,services/sahool-platform/api/routers/irrigation_engineering.py,73
sahool-platform,POST,/network-calculate,calculate_network_engineering,services/sahool-platform/api/routers/irrigation_engineering.py,86
sahool-platform,POST,/commissioning/certificates,issue_commissioning_certificate,services/sahool-platform/api/routers/irrigation_engineering.py,111
sahool-platform,GET,/commissioning/systems/{system_id}/current,get_current_commissioning_certificate,services/sahool-platform/api/routers/irrigation_engineering.py,176
sahool-platform,POST,/commissioning/authorize,evaluate_execution_authorization,services/sahool-platform/api/routers/irrigation_engineering.py,200
sahool-platform,GET,/manual-executions,list_manual_executions,services/sahool-platform/api/routers/irrigation_engineering.py,237
sahool-platform,POST,/manual-executions,create_manual_execution,services/sahool-platform/api/routers/irrigation_engineering.py,275
sahool-platform,POST,/manual-executions/{execution_id}/transition,transition_manual_execution_endpoint,services/sahool-platform/api/routers/irrigation_engineering.py,354
sahool-platform,POST,/manual-executions/{execution_id}/confirm,confirm_manual_execution,services/sahool-platform/api/routers/irrigation_engineering.py,426
sahool-platform,POST,/manual-executions/{execution_id}/verify,verify_manual_execution,services/sahool-platform/api/routers/irrigation_engineering.py,489
sahool-platform,POST,/manual-executions/{execution_id}/reconcile,reconcile_manual_execution_to_water_ledger,services/sahool-platform/api/routers/irrigation_engineering.py,575
sahool-platform,GET,/api/v1/irrigation-method,list_methods,services/sahool-platform/api/routers/irrigation_method.py,25
sahool-platform,GET,/api/v1/irrigation-method/{method},get_method,services/sahool-platform/api/routers/irrigation_method.py,31
sahool-platform,POST,/api/v1/irrigation-method/gross,compute_gross,services/sahool-platform/api/routers/irrigation_method.py,43
sahool-platform,POST,/api/v1/irrigation/mpc/plan,irrigation_mpc_plan,services/sahool-platform/api/routers/irrigation_mpc.py,96
sahool-platform,GET,/api/v1/irrigation/mpc/capabilities,irrigation_mpc_capabilities,services/sahool-platform/api/routers/irrigation_mpc.py,164
sahool-platform,POST,/api/v1/irrigation/mpc/simulate,irrigation_mpc_simulate,services/sahool-platform/api/routers/irrigation_mpc.py,287
sahool-platform,POST,/api/v1/fields/{field_id}/irrigation/mpc/recommendation,irrigation_mpc_recommendation,services/sahool-platform/api/routers/irrigation_mpc.py,320
sahool-platform,POST,/api/v1/fields/{field_id}/irrigation/mpc/hourly-recommendation,irrigation_mpc_hourly_recommendation,services/sahool-platform/api/routers/irrigation_mpc.py,500
sahool-platform,POST,/api/v1/irrigation/executions/reconcile,reconcile_irrigation_execution,services/sahool-platform/api/routers/irrigation_mpc.py,541
sahool-platform,POST,/api/v1/irrigation/network/feasibility,network_feasibility_endpoint,services/sahool-platform/api/routers/irrigation_network.py,55
sahool-platform,POST,/api/v1/irrigation-plan,irrigation_plan_endpoint,services/sahool-platform/api/routers/irrigation_plan.py,111
sahool-platform,POST,/api/v1/irrigation-recommendation,irrigation_recommendation,services/sahool-platform/api/routers/irrigation_recommendation.py,169
sahool-platform,POST,/api/v1/fields/{field_id}/irrigation-recommendation,field_irrigation_recommendation,services/sahool-platform/api/routers/irrigation_recommendation.py,245
sahool-platform,POST,/api/v1/agro/kc-timeseries,persist_kc,services/sahool-platform/api/routers/kc_timeseries.py,87
sahool-platform,GET,/api/v1/agro/kc-timeseries/{field_id},list_kc,services/sahool-platform/api/routers/kc_timeseries.py,140
sahool-platform,GET,/api/v1/agro/kc-timeseries/{field_id}/compare,compare_kc,services/sahool-platform/api/routers/kc_timeseries.py,156
sahool-platform,POST,/api/v1/learning/external-prior-blend,external_prior_blend,services/sahool-platform/api/routers/learning.py,32
sahool-platform,GET,/api/v1/learning/activation-status,learning_activation_status,services/sahool-platform/api/routers/learning.py,55
sahool-platform,GET,/api/v1/learning/prediction-calibration,prediction_calibration_status,services/sahool-platform/api/routers/learning.py,114
sahool-platform,GET,/api/v1/learning/summary,get_learning_summary,services/sahool-platform/api/routers/learning_summary.py,53
sahool-platform,POST,/api/v1/lifecycle/validate-transition,validate_transition,services/sahool-platform/api/routers/lifecycle.py,32
sahool-platform,GET,/api/v1/lineage/{entity_type}/{entity_id},entity_lineage,services/sahool-platform/api/routers/lineage.py,31
sahool-platform,GET,/api/v1/market/crop-gap,market_crop_gap,services/sahool-platform/api/routers/market.py,30
sahool-platform,GET,/api/v1/market/crop-classification-readiness,crop_classification_readiness_endpoint,services/sahool-platform/api/routers/market.py,101
sahool-platform,POST,/api/v1/master-data,create_master_data,services/sahool-platform/api/routers/master_data.py,35
sahool-platform,GET,/api/v1/master-data,list_master_data,services/sahool-platform/api/routers/master_data.py,96
sahool-platform,GET,/api/v1/me,me,services/sahool-platform/api/routers/me.py,26
sahool-platform,POST,/api/v1/fields/{field_id}/ndvi-analysis,field_ndvi_analysis,services/sahool-platform/api/routers/ndvi_analysis.py,35
sahool-platform,GET,/api/v1/niche-crops/list,niche_crops_list_endpoint,services/sahool-platform/api/routers/niche_crops.py,24
sahool-platform,GET,/api/v1/niche-crops/detail,niche_crops_detail_endpoint,services/sahool-platform/api/routers/niche_crops.py,30
sahool-platform,POST,/api/v1/nl-gis/query,nl_gis_query_endpoint,services/sahool-platform/api/routers/nl_gis.py,199
sahool-platform,POST,/api/v1/nl-sql,nl_sql_endpoint,services/sahool-platform/api/routers/nl_sql.py,71
sahool-platform,GET,/api/v1/notifications/preferences,get_notification_preferences,services/sahool-platform/api/routers/notifications.py,58
sahool-platform,PUT,/api/v1/notifications/preferences,update_notification_preferences,services/sahool-platform/api/routers/notifications.py,88
sahool-platform,POST,/api/v1/notifications/delivery,upsert_notification_delivery,services/sahool-platform/api/routers/notifications.py,179
sahool-platform,WEBSOCKET,/api/v1/notifications/ws,notifications_ws,services/sahool-platform/api/routers/notifications.py,331
sahool-platform,POST,/api/v1/nutrients/4r-plan,nutrient_4r_plan,services/sahool-platform/api/routers/nutrients.py,31
sahool-platform,POST,/api/v1/observations,observations,services/sahool-platform/api/routers/observations.py,34
sahool-platform,GET,/api/v1/onboarding/questionnaire,onboarding_questionnaire,services/sahool-platform/api/routers/onboarding.py,35
sahool-platform,POST,/api/v1/onboarding/responses,submit_onboarding,services/sahool-platform/api/routers/onboarding.py,46
sahool-platform,GET,/api/v1/onboarding/responses,list_onboarding,services/sahool-platform/api/routers/onboarding.py,97
sahool-platform,POST,/api/v1/weather/history/records,ingest_historical_weather,services/sahool-platform/api/routers/operational_truth.py,95
sahool-platform,GET,/api/v1/weather/history/records,read_historical_weather,services/sahool-platform/api/routers/operational_truth.py,171
sahool-platform,GET,/api/v1/weather/history/coverage,historical_weather_coverage,services/sahool-platform/api/routers/operational_truth.py,202
sahool-platform,POST,/api/v1/erp/reconciliations,record_erp_reconciliation,services/sahool-platform/api/routers/operational_truth.py,221
sahool-platform,GET,/api/v1/erp/reconciliations,list_erp_reconciliations,services/sahool-platform/api/routers/operational_truth.py,285
sahool-platform,GET,/api/v1/operations/summary,operations_summary_endpoint,services/sahool-platform/api/routers/operations.py,93
sahool-platform,GET,/api/v1/orchard/plan,orchard_plan_endpoint,services/sahool-platform/api/routers/orchard.py,24
sahool-platform,GET,/api/v1/orchard/economics,orchard_economics_endpoint,services/sahool-platform/api/routers/orchard.py,30
sahool-platform,POST,/api/v1/outcome/measure,measure_decision_outcome,services/sahool-platform/api/routers/outcome.py,43
sahool-platform,POST,/api/v1/pest-escalation/run,pest_escalation_run,services/sahool-platform/api/routers/pest_escalation.py,34
sahool-platform,GET,/api/v1/fields/{field_id}/phenology,field_phenology,services/sahool-platform/api/routers/phenology.py,159
sahool-platform,GET,/api/v1/fields/{field_id}/stage-actions,field_stage_actions,services/sahool-platform/api/routers/phenology.py,181
sahool-platform,GET,/api/v1/planting/crops,planting_crops_endpoint,services/sahool-platform/api/routers/planting.py,30
sahool-platform,GET,/api/v1/planting/window,planting_window_endpoint,services/sahool-platform/api/routers/planting.py,36
sahool-platform,GET,/api/v1/planting/check,planting_check_endpoint,services/sahool-platform/api/routers/planting.py,42
sahool-platform,GET,/runtime-identity,runtime_evidence_identity,services/sahool-platform/api/routers/platform_health.py,24
sahool-platform,GET,/healthz,healthz,services/sahool-platform/api/routers/platform_health.py,31
sahool-platform,GET,/metrics,metrics,services/sahool-platform/api/routers/platform_health.py,38
sahool-platform,GET,/readyz,readyz,services/sahool-platform/api/routers/platform_health.py,59
sahool-platform,GET,/api/v1/policy-learning/threshold-suggestions,threshold_suggestions,services/sahool-platform/api/routers/policy_learning.py,37
sahool-platform,POST,/api/v1/portfolio/command,portfolio_command_endpoint,services/sahool-platform/api/routers/portfolio_command.py,70
sahool-platform,GET,/api/v1/postharvest/moisture-check,postharvest_moisture_endpoint,services/sahool-platform/api/routers/postharvest.py,28
sahool-platform,GET,/api/v1/postharvest/pests,postharvest_pests_endpoint,services/sahool-platform/api/routers/postharvest.py,34
sahool-platform,GET,/api/v1/postharvest/best-practices,postharvest_practices_endpoint,services/sahool-platform/api/routers/postharvest.py,40
sahool-platform,GET,/api/v1/practices/list,practices_list_endpoint,services/sahool-platform/api/routers/practices.py,25
sahool-platform,GET,/api/v1/practices/guide,practices_guide_endpoint,services/sahool-platform/api/routers/practices.py,31
sahool-platform,POST,/api/v1/fields/{field_id}/prescriptions,create_prescription,services/sahool-platform/api/routers/prescriptions.py,177
sahool-platform,GET,/api/v1/fields/{field_id}/prescriptions,list_prescriptions,services/sahool-platform/api/routers/prescriptions.py,294
sahool-platform,GET,/api/v1/fields/{field_id}/prescriptions/{prescription_id}/export,export_prescription,services/sahool-platform/api/routers/prescriptions.py,338
sahool-platform,POST,/api/v1/fields/{field_id}/productivity-zones,productivity_zones_endpoint,services/sahool-platform/api/routers/productivity.py,65
sahool-platform,POST,/api/v1/fields/{field_id}/zone-sampling-plan,zone_sampling_plan_endpoint,services/sahool-platform/api/routers/productivity.py,84
sahool-platform,POST,/api/v1/fields/{field_id}/daily-ai-brief,daily_ai_brief_endpoint,services/sahool-platform/api/routers/productivity.py,107
sahool-platform,GET,/api/v1/propagation/methods,propagation_methods_endpoint,services/sahool-platform/api/routers/propagation.py,30
sahool-platform,GET,/api/v1/propagation/method-guide,propagation_method_guide_endpoint,services/sahool-platform/api/routers/propagation.py,36
sahool-platform,GET,/api/v1/propagation/crop,propagation_crop_endpoint,services/sahool-platform/api/routers/propagation.py,42
sahool-platform,GET,/api/v1/propagation/rootstock,propagation_rootstock_endpoint,services/sahool-platform/api/routers/propagation.py,48
sahool-platform,GET,/api/v1/queue/status,queue_status,services/sahool-platform/api/routers/queue.py,22
sahool-platform,GET,/api/v1/rbac/who-can,rbac_who_can,services/sahool-platform/api/routers/rbac.py,28
sahool-platform,GET,/api/v1/rbac/permission-matrix,rbac_permission_matrix,services/sahool-platform/api/routers/rbac.py,44
sahool-platform,GET,/api/v1/rbac/preview-role-change,rbac_preview_role_change,services/sahool-platform/api/routers/rbac.py,54
sahool-platform,GET,/api/v1/admin/readiness,production_readiness,services/sahool-platform/api/routers/readiness.py,21
sahool-platform,POST,/api/v1/recommendations,recommendations,services/sahool-platform/api/routers/recommendations.py,104
sahool-platform,POST,/api/v1/recommendations/for-field,recommendations_for_field,services/sahool-platform/api/routers/recommendations.py,130
sahool-platform,GET,/api/v1/recommendations/engines,recommendation_engines,services/sahool-platform/api/routers/recommendations.py,190
