service,file,line,method,path,function
sahool-platform,services/sahool-platform/api/routers/weather.py,2051,GET,/api/v1/weather/runtime-smoke-plan,weather_runtime_smoke_plan
sahool-platform,services/sahool-platform/api/routers/weather.py,2059,GET,/api/v1/weather/current,weather_current
sahool-platform,services/sahool-platform/api/routers/weather.py,2065,GET,/api/v1/weather/forecast,weather_forecast
sahool-platform,services/sahool-platform/api/routers/weather.py,2071,GET,/api/v1/weather/historical,weather_historical
sahool-platform,services/sahool-platform/api/routers/weather.py,2082,GET,/api/v1/weather/layers,weather_layers_manifest
sahool-platform,services/sahool-platform/api/routers/weather.py,2260,GET,/api/v1/weather/tile-cache/backend,weather_tile_cache_backend
sahool-platform,services/sahool-platform/api/routers/weather.py,2267,GET,/api/v1/weather/rate-limit/backend,weather_rate_limit_backend
sahool-platform,services/sahool-platform/api/routers/weather.py,2274,GET,/api/v1/weather/tile-cache/stats,weather_tile_cache_stats
sahool-platform,services/sahool-platform/api/routers/weather.py,2280,GET,/api/v1/weather/observability,weather_observability
sahool-platform,services/sahool-platform/api/routers/weather.py,2311,GET,/api/v1/weather/metrics.prom,weather_metrics_prometheus
sahool-platform,services/sahool-platform/api/routers/weather.py,2327,POST,/api/v1/weather/tile-cache/prune,weather_tile_cache_prune
sahool-platform,services/sahool-platform/api/routers/weather.py,2404,GET,/api/v1/weather/tile-data/{z}/{x}/{y},weather_tile_data
sahool-platform,services/sahool-platform/api/routers/weather.py,2428,GET,/api/v1/weather/operation-tile-data/{z}/{x}/{y},weather_operation_tile_data
sahool-platform,services/sahool-platform/api/routers/weather.py,2444,GET,/api/v1/weather/probe,weather_probe
sahool-platform,services/sahool-platform/api/routers/weather.py,2492,GET,/api/v1/weather/operation-window,weather_operation_window
sahool-platform,services/sahool-platform/api/routers/weather.py,2507,GET,/api/v1/weather/field-weather-summary,weather_field_summary
sahool-platform,services/sahool-platform/api/routers/weather.py,2550,GET,/api/v1/weather/operation-plan,weather_operation_plan
sahool-platform,services/sahool-platform/api/routers/weather.py,2565,GET,/api/v1/weather/action-recommendation,weather_action_recommendation
sahool-platform,services/sahool-platform/api/routers/weather.py,2630,GET,/api/v1/weather/alerts,weather_alerts
sahool-platform,services/sahool-platform/api/routers/weather.py,2699,POST,/api/v1/weather/alerts/notify,weather_alerts_notify
sahool-platform,services/sahool-platform/api/routers/weather.py,2793,POST,/api/v1/weather/tasks/from-operation-plan,weather_create_task_from_operation_plan
sahool-platform,services/sahool-platform/api/routers/weather.py,2894,POST,/api/v1/weather/recommendations/from-operation-plan,weather_recommendation_from_operation_plan
sahool-platform,services/sahool-platform/api/routers/weather.py,2985,GET,/api/v1/weather/tile-series/{z}/{x}/{y},weather_tile_series
sahool-platform,services/sahool-platform/api/routers/weather_analytics.py,25,POST,/api/v1/weather-analytics/analyze,weather_analyze_endpoint
sahool-platform,services/sahool-platform/api/routers/weather_analytics.py,31,POST,/api/v1/weather-analytics/planting-guide,weather_planting_guide_endpoint
sahool-platform,services/sahool-platform/api/routers/wofost.py,27,GET,/api/v1/wofost/crop-types,wofost_crop_types_endpoint
sahool-platform,services/sahool-platform/api/routers/wofost.py,33,GET,/api/v1/wofost/adaptation-guidance,wofost_adaptation_endpoint
sahool-platform,services/sahool-platform/api/routers/yield_analysis.py,39,GET,/api/v1/analysis/yield,yield_analysis_endpoint
sahool-platform,services/sahool-platform/api/routers/yield_interval.py,49,POST,/api/v1/fields/{field_id}/yield-interval,field_yield_interval_endpoint
sahool-platform,services/sahool-platform/tests/test_correlation_middleware.py,18,GET,/probe,probe
sam2-inference,services/sam2-inference/main.py,24,POST,/predict,predict
sam2-inference,services/sam2-inference/main.py,105,GET,/healthz,healthz
sam2-inference,services/sam2-inference/main.py,110,GET,/health,legacy_health
sam2-inference,services/sam2-inference/main.py,115,GET,/readyz,readyz
soil-service,services/soil-service/routers/health.py,22,GET,/healthz,health
soil-service,services/soil-service/routers/health.py,22,GET,/health,health
soil-service,services/soil-service/routers/health.py,27,GET,/readyz,readyz
soil-service,services/soil-service/routers/health.py,40,GET,/metrics,metrics
soil-service,services/soil-service/routers/modbus.py,36,POST,/soil/decode/modbus,decode_modbus
soil-service,services/soil-service/routers/readings.py,20,GET,/soil/readings/{field_id},get_readings
soil-service,services/soil-service/routers/readings.py,63,POST,/soil/ingest,ingest_reading
soil-service,services/soil-service/routers/soil_profile.py,47,POST,/soil/suitability,soil_suitability
soil-service,services/soil-service/routers/soil_profile.py,58,GET,/soil/soilgrids,soil_from_soilgrids
supervisor-agent,services/supervisor-agent/routers/agent.py,24,POST,/agent/query,process_query
supervisor-agent,services/supervisor-agent/routers/agent.py,89,POST,/agent/optimize,optimize_farm
supervisor-agent,services/supervisor-agent/routers/agent.py,132,GET,/agent/tools,list_tools
supervisor-agent,services/supervisor-agent/routers/agent.py,154,GET,/agent/journal/{invocation_id},get_journal_replay
supervisor-agent,services/supervisor-agent/routers/agent.py,178,GET,/agent/actuator-audit,get_actuator_audit
supervisor-agent,services/supervisor-agent/routers/health.py,21,GET,/healthz,healthz
supervisor-agent,services/supervisor-agent/routers/health.py,21,GET,/health,healthz
supervisor-agent,services/supervisor-agent/routers/health.py,26,GET,/readyz,readyz
supervisor-agent,services/supervisor-agent/routers/health.py,34,GET,/metrics,metrics
supervisor-agent,services/supervisor-agent/routers/health.py,43,GET,/healthz/deps,healthz_deps
tts-service,services/tts-service/routers/health.py,22,GET,/healthz,health
tts-service,services/tts-service/routers/health.py,22,GET,/health,health
tts-service,services/tts-service/routers/health.py,27,GET,/readyz,readyz
tts-service,services/tts-service/routers/health.py,43,GET,/metrics,metrics
tts-service,services/tts-service/routers/tts.py,21,GET,/tts/voices,list_voices
tts-service,services/tts-service/routers/tts.py,31,GET,/tts/status,tts_status
tts-service,services/tts-service/routers/tts.py,44,POST,/tts/synthesize,synthesize
tts-service,services/tts-service/routers/tts.py,125,POST,/tts/stream,stream
vegetation-analysis-service,services/vegetation-analysis-service/routers/analysis.py,21,GET,/v1/analyze,analyze
vegetation-analysis-service,services/vegetation-analysis-service/routers/analysis.py,45,GET,/v1/timeseries/{field_id},timeseries
vegetation-analysis-service,services/vegetation-analysis-service/routers/analysis.py,68,GET,/v1/ndvi/current/{field_id},current_ndvi
vegetation-analysis-service,services/vegetation-analysis-service/routers/analysis.py,87,GET,/v1/all_fields,all_fields
vegetation-analysis-service,services/vegetation-analysis-service/routers/health.py,21,GET,/healthz,healthz
vegetation-analysis-service,services/vegetation-analysis-service/routers/health.py,21,GET,/health,healthz
vegetation-analysis-service,services/vegetation-analysis-service/routers/health.py,26,GET,/readyz,readyz
vegetation-analysis-service,services/vegetation-analysis-service/routers/health.py,45,GET,/metrics,metrics
video-processor,services/video-processor/routers/health.py,20,GET,/healthz,health
video-processor,services/video-processor/routers/health.py,20,GET,/health,health
video-processor,services/video-processor/routers/health.py,29,GET,/readyz,readyz
video-processor,services/video-processor/routers/streams.py,46,POST,/streams,create_stream
video-processor,services/video-processor/routers/streams.py,92,DELETE,/streams/{stream_id},stop_stream
video-processor,services/video-processor/routers/streams.py,113,GET,/streams/{stream_id},get_stream
video-processor,services/video-processor/routers/streams.py,136,GET,/streams,list_streams
video-processor,services/video-processor/routers/streams.py,162,POST,/streams/{stream_id}/snapshot,snapshot
video-processor,services/video-processor/routers/streams.py,180,GET,/streams/{stream_id}/snapshot,snapshot_zlm
video-processor,services/video-processor/routers/streams.py,202,POST,/streams/{stream_id}/record/start,record_start
video-processor,services/video-processor/routers/streams.py,222,POST,/streams/{stream_id}/record/stop,record_stop
weather-service,services/weather-service/main.py,23,GET,/healthz,healthz
weather-service,services/weather-service/main.py,24,GET,/health,health
weather-service,services/weather-service/main.py,25,GET,/readyz,readyz
weather-service,services/weather-service/main.py,26,GET,/,root
weather-service,services/weather-service/main.py,27,GET,/contract,contract
weather-service,services/weather-service/main.py,28,POST,/v1/weather/raw/process,raw_weather_process
weather-service,services/weather-service/main.py,29,GET,/v1/weather/current,current_weather
weather-service,services/weather-service/main.py,30,GET,/v1/weather/forecast,forecast_weather
weather-service,services/weather-service/main.py,31,GET,/v1/weather/historical,historical_weather
weather-service,services/weather-service/main.py,32,GET,/v1/weather/operation-window,operation_window
weather-service,services/weather-service/main.py,33,GET,/v1/weather/operation-plan,operation_plan
weather-service,services/weather-service/main.py,34,GET,/v1/weather/thermal-stress,thermal_stress
weather-service,services/weather-service/main.py,35,GET,/v1/weather/lodging-risk,lodging_risk
weather-service,services/weather-service/main.py,36,GET,/v1/weather/pollination-risk,pollination_risk
weather-service,services/weather-service/main.py,37,GET,/v1/weather/chill-accumulation,chill_accumulation
weather-service,services/weather-service/main.py,38,POST,/v1/weather/agro/et0,agro_et0
weather-service,services/weather-service/main.py,39,POST,/v1/weather/agro/et0/series,agro_et0_series
weather-service,services/weather-service/main.py,40,POST,/v1/weather/agro/gdd,agro_gdd
weather-service,services/weather-service/main.py,41,GET,/v1/weather/tile-data/{z}/{x}/{y},tile_data
weather-service,services/weather-service/main.py,42,GET,/v1/weather/operation-tile-data/{z}/{x}/{y},operation_tile_data
weather-service,services/weather-service/main.py,43,GET,/v1/weather/tile-series/{z}/{x}/{y},tile_series
weather-service,services/weather-service/main.py,44,GET,/v1/weather/wind-grid/{z}/{x}/{y},wind_grid
weather-service,services/weather-service/main.py,45,GET,/v1/weather/cache-stats,tile_cache_stats
